RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
311,Aihen Muñoz,es ESP,DF,Real Sociedad,26-105,1997,14,10,1029,11.4,0,1,1,0,0,0,2,0,0.1,0.1,0.9,1.0,21,35,18,0.00,0.09,0.09,0.00,0.09,0.01,0.08,0.09,0.01,0.09,Partidos
312,Iker Muñoz,es ESP,CC,Osasuna,21-024,2002,8,5,439,4.9,1,0,1,1,0,0,2,0,0.3,0.3,0.0,0.3,2,20,4,0.21,0.00,0.21,0.21,0.21,0.06,0.00,0.06,0.06,0.06,Partidos
313,Javier Muñoz,es ESP,CC,Las Palmas,28-274,1995,14,10,899,10.0,0,1,1,0,0,0,1,0,0.7,0.7,0.6,1.3,10,39,52,0.00,0.10,0.10,0.00,0.10,0.07,0.06,0.13,0.07,0.13,Partidos
314,Vedat Muriqi,xk KVX,DL,Mallorca,29-219,1994,12,12,1057,11.7,4,2,6,3,1,3,0,0,5.6,3.2,1.7,4.9,12,17,49,0.34,0.17,0.51,0.26,0.43,0.47,0.15,0.62,0.27,0.42,Partidos
315,Nacho,es ESP,DF,Real Madrid,33-315,1990,9,4,472,5.2,0,0,0,0,0,0,1,1,0.3,0.3,0.1,0.4,4,15,5,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08,Partidos
316,Matija Nastasić,rs SRB,DF,Mallorca,30-246,1993,9,9,810,9.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,15,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
317,Roberto Navarro,es ESP,CC,Cádiz,21-231,2002,6,4,248,2.8,0,0,0,0,0,0,0,1,0.5,0.5,0.2,0.7,10,4,9,0.00,0.00,0.00,0.00,0.00,0.17,0.07,0.25,0.17,0.25,Partidos
318,Jesús Navas,es ESP,DF,Sevilla,38-008,1985,12,9,806,9.0,0,0,0,0,0,0,3,1,0.0,0.0,0.4,0.4,21,48,60,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Partidos
319,Álvaro Negredo,es ESP,"DL,CC",Cádiz,38-101,1985,5,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.06,0.18,0.24,0.06,0.24,Partidos
320,Carlos Neva,es ESP,DF,Granada,27-170,1996,14,14,1207,13.4,0,1,1,0,0,0,2,0,0.1,0.1,1.6,1.7,17,37,28,0.00,0.07,0.07,0.00,0.07,0.01,0.12,0.13,0.01,0.13,Partidos
321,Tanguy Nianzou,fr FRA,DF,Sevilla,21-175,2002,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
322,Saúl Ñíguez,es ESP,CC,Atlético Madrid,29-008,1994,13,7,653,7.3,0,4,4,0,0,0,2,0,0.9,0.9,2.9,3.8,10,18,33,0.00,0.55,0.55,0.00,0.55,0.12,0.40,0.53,0.12,0.53,Partidos
323,Randy Ntekja,fr FRA,"DL,CC",Rayo Vallecano,25-358,1997,5,3,300,3.3,1,0,1,0,1,1,0,0,1.5,0.7,0.4,1.1,6,8,17,0.30,0.00,0.30,0.00,0.00,0.45,0.12,0.57,0.21,0.33,Partidos
324,Unai Núñez,es ESP,DF,Celta Vigo,26-303,1997,14,14,1259,14.0,1,0,1,1,0,0,4,0,0.9,0.9,0.4,1.3,4,47,0,0.07,0.00,0.07,0.07,0.07,0.06,0.03,0.09,0.06,0.09,Partidos
325,Ørjan Nyland,no NOR,PO,Sevilla,33-080,1990,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
326,Jan Oblak,si SVN,PO,Atlético Madrid,30-326,1993,13,13,1170,13.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
327,Brian Ocampo,uy URU,CC,Cádiz,24-157,1999,1,0,12,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,3,0,0,0.00,0.00,0.00,0.00,0.00,1.33,0.11,1.44,1.33,1.44,Partidos
328,Lucas Ocampos,ar ARG,DL,Sevilla,29-141,1994,12,11,963,10.7,1,1,2,1,0,0,3,0,1.4,1.4,1.4,2.9,43,34,106,0.09,0.09,0.19,0.09,0.19,0.13,0.13,0.27,0.13,0.27,Partidos
329,Álvaro Odriozola,es ESP,DF,Real Sociedad,27-350,1995,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
330,Olasagasti,es ESP,CC,Real Sociedad,23-105,2000,3,0,32,0.4,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,2,4,4,0.00,0.00,0.00,0.00,0.00,0.64,0.15,0.79,0.64,0.79,Partidos
331,Samuel Omorodion,es ESP,DL,Alavés,19-208,2004,12,5,551,6.1,4,0,4,4,0,0,2,0,5.3,5.3,0.5,5.8,10,5,31,0.65,0.00,0.65,0.65,0.65,0.87,0.08,0.95,0.87,0.95,Partidos
332,Samuel Omorodion,es ESP,DL,Granada,19-208,2004,1,1,80,0.9,1,0,1,1,0,0,0,0,0.7,0.7,0.0,0.7,0,0,3,1.13,0.00,1.13,1.13,1.13,0.78,0.05,0.84,0.78,0.84,Partidos
333,Aimar Oroz,es ESP,CC,Osasuna,22-002,2001,14,14,1147,12.7,1,1,2,0,1,1,2,0,1.5,0.7,0.8,1.5,27,52,66,0.08,0.08,0.16,0.00,0.08,0.11,0.07,0.18,0.05,0.12,Partidos
334,Milutin Osmajić,me MNE,CC,Cádiz,24-127,1999,1,0,5,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,1.46,0.80,2.26,1.46,2.26,Partidos
335,Mikel Oyarzabal,es ESP,DL,Real Sociedad,26-222,1997,14,9,881,9.8,7,1,8,5,2,2,1,0,6.3,4.7,0.9,5.6,12,14,49,0.72,0.10,0.82,0.51,0.61,0.65,0.09,0.74,0.49,0.58,Partidos
336,Cenk Özkacar,tr TUR,DF,Valencia,23-054,2000,8,7,587,6.5,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.1,9,22,2,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Partidos
337,Jon Pacheco,es ESP,DF,Real Sociedad,22-325,2001,7,3,316,3.5,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,1,5,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Partidos
338,Isaac Palazón Camacho,es ESP,"CC,DL",Rayo Vallecano,28-337,1994,14,13,1072,11.9,2,1,3,0,2,2,2,0,2.3,0.7,0.9,1.6,15,48,59,0.17,0.08,0.25,0.00,0.08,0.19,0.07,0.27,0.06,0.13,Partidos
339,Aitor Paredes,es ESP,DF,Athletic Club,23-214,2000,14,12,1065,11.8,0,0,0,0,0,0,4,0,0.4,0.4,0.1,0.5,4,38,0,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.04,0.04,0.04,Partidos
340,Daniel Parejo,es ESP,CC,Villarreal,34-227,1989,13,13,1130,12.6,1,1,2,0,1,1,2,0,0.9,0.1,0.7,0.8,4,89,16,0.08,0.08,0.16,0.00,0.08,0.07,0.05,0.12,0.01,0.06,Partidos
341,Pascu,es ESP,DL,Villarreal,20-234,2003,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
342,Gabriel Paulista,br BRA,DF,Valencia,33-003,1990,11,10,920,10.2,0,0,0,0,0,0,3,0,0.3,0.3,0.1,0.4,2,23,2,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Partidos
343,Nicolás Paz,ar ARG,"CC,DL",Real Madrid,19-082,2004,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
344,Alfonso Pedraza,es ESP,DF,Villarreal,27-234,1996,9,8,599,6.7,0,2,2,0,0,0,2,1,0.2,0.2,1.6,1.8,32,17,47,0.00,0.30,0.30,0.00,0.30,0.04,0.24,0.27,0.04,0.27,Partidos
345,Pedri,es ESP,CC,Barcelona,21-004,2002,5,4,356,4.0,1,0,1,1,0,0,2,0,1.3,1.3,1.5,2.8,18,34,20,0.25,0.00,0.25,0.25,0.25,0.34,0.37,0.71,0.34,0.71,Partidos
346,Adrià Pedrosa,es ESP,DF,Sevilla,25-200,1998,11,6,682,7.6,0,2,2,0,0,0,1,0,0.3,0.3,1.2,1.5,18,23,43,0.00,0.26,0.26,0.00,0.26,0.03,0.16,0.19,0.03,0.19,Partidos
347,Iñaki Peña,es ESP,PO,Barcelona,24-272,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
348,Rubén Peña,es ESP,"DF,DL",Osasuna,32-134,1991,12,11,909,10.1,0,1,1,0,0,0,2,0,0.6,0.6,0.8,1.4,25,29,58,0.00,0.10,0.10,0.00,0.10,0.05,0.08,0.14,0.05,0.14,Partidos
349,Alberto Perea,es ESP,"CC,DL",Granada,32-345,1990,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,4.87,4.87,0.00,4.87,Partidos
350,Ayoze Pérez,es ESP,DL,Betis,30-123,1993,13,13,1045,11.6,4,1,5,4,0,0,1,0,4.0,4.0,1.9,5.9,37,30,77,0.34,0.09,0.43,0.34,0.43,0.34,0.17,0.51,0.34,0.51,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
351,Carles Pérez,es ESP,"CC,DF",Celta Vigo,25-286,1998,5,2,238,2.6,0,0,0,0,0,0,1,0,0.4,0.4,0.6,1.0,9,3,16,0.00,0.00,0.00,0.00,0.00,0.15,0.21,0.37,0.15,0.37,Partidos
352,Francisco Perez,es ESP,"CC,DL",Valencia,21-081,2002,14,12,957,10.6,1,3,4,1,0,0,2,0,0.6,0.6,2.0,2.6,35,16,74,0.09,0.28,0.38,0.09,0.38,0.06,0.19,0.24,0.06,0.24,Partidos
353,Kike Pérez,es ESP,"CC,DL",Rayo Vallecano,26-288,1997,11,4,385,4.3,1,0,1,1,0,0,2,0,1.6,1.6,0.1,1.7,10,27,18,0.23,0.00,0.23,0.23,0.23,0.38,0.02,0.40,0.38,0.40,Partidos
354,Máximo Perrone,ar ARG,CC,Las Palmas,20-326,2003,11,5,423,4.7,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,5,24,4,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Partidos
355,Njegoš Petrović,rs SRB,"CC,DL",Granada,24-134,1999,7,0,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,7,3,0.00,0.00,0.00,0.00,0.00,0.04,0.10,0.14,0.04,0.14,Partidos
356,Germán Pezzella,ar ARG,DF,Betis,32-155,1991,13,13,1139,12.7,0,0,0,0,0,0,3,0,0.8,0.8,0.1,0.8,3,34,1,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Partidos
357,Yeremi Pino,es ESP,"CC,DL",Villarreal,21-040,2002,7,7,475,5.3,0,0,0,0,0,0,4,0,1.4,1.4,0.2,1.7,11,10,49,0.00,0.00,0.00,0.00,0.00,0.27,0.05,0.31,0.27,0.31,Partidos
358,Portu,es ESP,DL,Getafe,31-192,1992,3,0,97,1.1,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.3,3,3,3,0.00,0.00,0.00,0.00,0.00,0.15,0.14,0.29,0.15,0.29,Partidos
359,Portu,es ESP,"CC,DL",Girona,31-192,1992,10,0,208,2.3,1,1,2,1,0,0,0,0,0.6,0.6,0.5,1.1,5,6,13,0.43,0.43,0.87,0.43,0.87,0.25,0.23,0.48,0.25,0.48,Partidos
360,Alejandro Pozo Pozo,es ESP,DF,Almería,24-280,1999,9,4,403,4.5,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,9,20,25,0.00,0.00,0.00,0.00,0.00,0.01,0.11,0.12,0.01,0.12,Partidos
361,Beñat Prados,es ESP,"CC,DF",Athletic Club,22-294,2001,7,0,132,1.5,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,4,8,4,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.19,0.19,0.19,Partidos
362,Abdón Prats,es ESP,DL,Mallorca,30-357,1992,10,6,412,4.6,4,1,5,4,0,0,0,0,1.4,1.4,0.8,2.2,2,9,16,0.87,0.22,1.09,0.87,1.09,0.30,0.18,0.48,0.30,0.48,Partidos
363,Pubill,es ESP,DF,Almería,20-162,2003,4,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,6,6,15,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.05,0.01,0.05,Partidos
364,Antonio Puertas,es ESP,"CC,DL",Granada,31-281,1992,13,4,518,5.8,0,2,2,0,0,1,0,1,1.8,1.0,0.5,1.5,14,15,28,0.00,0.35,0.35,0.00,0.35,0.32,0.09,0.40,0.18,0.27,Partidos
365,Arnau Puigmal,es ESP,"DL,DF",Almería,22-323,2001,8,3,234,2.6,0,0,0,0,0,0,3,0,0.0,0.0,0.2,0.2,3,7,14,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,Partidos
366,Antonio Raillo,es ESP,DF,Mallorca,32-052,1991,3,2,179,2.0,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,5,5,0,0.50,0.00,0.50,0.50,0.50,0.05,0.00,0.05,0.05,0.05,Partidos
367,Predrag Rajković,rs SRB,PO,Mallorca,28-029,1995,13,13,1170,13.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
368,Ivan Rakitić,hr CRO,CC,Sevilla,35-264,1988,12,11,999,11.1,2,1,3,2,0,0,3,0,1.1,1.1,2.6,3.6,15,80,36,0.18,0.09,0.27,0.18,0.27,0.10,0.23,0.33,0.10,0.33,Partidos
369,Largie Ramazani,be BEL,"DL,CC",Almería,22-275,2001,14,8,807,9.0,2,4,6,2,0,0,4,0,2.4,2.4,4.1,6.5,25,23,49,0.22,0.45,0.67,0.22,0.67,0.27,0.46,0.73,0.27,0.73,Partidos
370,Benito Ramírez,es ESP,"DL,CC",Las Palmas,28-141,1995,5,0,94,1.0,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.2,2,2,15,0.96,0.00,0.96,0.96,0.96,0.14,0.07,0.21,0.14,0.21,Partidos
371,Sandro Ramírez,es ESP,DL,Las Palmas,28-143,1995,5,4,373,4.1,0,0,0,0,0,0,0,0,0.4,0.4,0.6,1.0,21,10,59,0.00,0.00,0.00,0.00,0.00,0.10,0.14,0.24,0.10,0.24,Partidos
372,Chris Ramos,es ESP,"DL,CC",Cádiz,26-315,1997,13,12,973,10.8,3,1,4,3,0,0,1,0,2.6,2.6,0.7,3.4,14,10,28,0.28,0.09,0.37,0.28,0.37,0.24,0.07,0.31,0.24,0.31,Partidos
373,Sergio Ramos,es ESP,DF,Sevilla,37-244,1986,5,5,447,5.0,0,0,0,0,0,0,3,1,0.5,0.5,0.0,0.5,1,15,1,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.11,0.10,0.11,Partidos
374,Raphinha,br BRA,"DL,CC",Barcelona,26-350,1996,10,3,294,3.3,2,1,3,2,0,0,1,1,1.5,1.5,1.4,2.9,8,16,42,0.61,0.31,0.92,0.61,0.92,0.45,0.43,0.89,0.45,0.89,Partidos
375,Andrei Ratiu,ro ROU,"DF,CC",Rayo Vallecano,25-162,1998,3,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,5,3,6,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.09,0.01,0.09,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
376,Raúl,es ESP,"DL,CC",Osasuna,23-026,2000,13,3,354,3.9,0,0,0,0,0,0,0,0,0.8,0.8,0.1,0.9,2,6,19,0.00,0.00,0.00,0.00,0.00,0.19,0.03,0.22,0.19,0.22,Partidos
377,Abderrahman Rebbach,dz ALG,DL,Alavés,25-110,1998,11,2,297,3.3,1,0,1,1,0,0,0,0,0.4,0.4,0.7,1.1,11,8,29,0.30,0.00,0.30,0.30,0.30,0.13,0.20,0.33,0.13,0.33,Partidos
378,Álex Remiro,es ESP,PO,Real Sociedad,28-250,1995,14,14,1260,14.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
379,Chadi Riad,ma MAR,DF,Betis,20-165,2003,9,8,743,8.3,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,0,9,1,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.05,0.03,0.05,Partidos
380,Diego Rico,es ESP,DF,Getafe,30-279,1993,10,10,888,9.9,0,5,5,0,0,0,4,0,0.2,0.2,1.5,1.6,12,49,31,0.00,0.51,0.51,0.00,0.51,0.02,0.15,0.17,0.02,0.17,Partidos
381,Luis Rioja,es ESP,"DL,CC",Alavés,30-044,1993,14,13,1101,12.2,1,3,4,1,0,0,3,0,1.5,1.5,2.4,3.9,24,32,84,0.08,0.25,0.33,0.08,0.33,0.12,0.20,0.32,0.12,0.32,Partidos
382,Rodrigo Riquelme,es ESP,"DF,CC",Atlético Madrid,23-241,2000,10,5,476,5.3,2,1,3,2,0,0,1,0,1.7,1.7,0.9,2.6,38,16,61,0.38,0.19,0.57,0.38,0.57,0.33,0.16,0.49,0.33,0.49,Partidos
383,Mihailo Ristić,rs SRB,"DF,CC",Celta Vigo,28-029,1995,4,4,355,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,11,12,17,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Partidos
384,Gorka Rivera Alonso,es ESP,DF,Getafe,19-120,2004,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
385,Sergi Roberto,es ESP,"DF,DL",Barcelona,31-295,1992,4,2,190,2.1,1,0,1,1,0,0,0,0,0.6,0.6,0.0,0.6,3,10,9,0.47,0.00,0.47,0.47,0.47,0.31,0.00,0.31,0.31,0.31,Partidos
386,Lucas Robertone,ar ARG,CC,Almería,26-256,1997,11,10,742,8.2,0,4,4,0,0,0,4,0,0.4,0.4,1.2,1.6,10,47,13,0.00,0.49,0.49,0.00,0.49,0.04,0.15,0.19,0.04,0.19,Partidos
387,Marc Roca,es ESP,CC,Betis,27-003,1996,13,12,999,11.1,2,1,3,2,0,0,1,0,0.9,0.9,0.8,1.7,9,64,9,0.18,0.09,0.27,0.18,0.27,0.08,0.07,0.15,0.08,0.15,Partidos
388,Rodri,es ESP,DL,Betis,23-197,2000,11,5,522,5.8,0,0,0,0,0,0,0,0,0.8,0.8,0.4,1.2,26,39,65,0.00,0.00,0.00,0.00,0.00,0.13,0.08,0.21,0.13,0.21,Partidos
389,Óscar Rodríguez Arnaiz,es ESP,"CC,DL",Getafe,25-154,1998,8,1,222,2.5,0,0,0,0,0,0,3,0,0.1,0.1,0.3,0.4,5,19,9,0.00,0.00,0.00,0.00,0.00,0.06,0.12,0.18,0.06,0.18,Partidos
390,Dani Rodríguez,es ESP,CC,Mallorca,35-176,1988,13,12,1011,11.2,1,1,2,1,0,0,4,0,0.8,0.8,1.7,2.5,20,28,25,0.09,0.09,0.18,0.09,0.18,0.08,0.15,0.22,0.08,0.22,Partidos
391,Guido Rodríguez,ar ARG,CC,Betis,29-231,1994,13,12,985,10.9,1,0,1,1,0,0,5,0,0.3,0.3,0.7,1.0,3,32,4,0.09,0.00,0.09,0.09,0.09,0.03,0.07,0.09,0.03,0.09,Partidos
392,Kirian Rodríguez,es ESP,CC,Las Palmas,27-269,1996,14,13,1147,12.7,2,0,2,2,0,0,4,0,0.4,0.4,0.4,0.8,18,107,22,0.16,0.00,0.16,0.16,0.16,0.04,0.03,0.07,0.04,0.07,Partidos
393,Miguel Rodríguez,es ESP,"CC,DL",Celta Vigo,20-214,2003,7,0,70,0.8,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,5,3,11,0.00,0.00,0.00,0.00,0.00,0.08,0.13,0.21,0.08,0.21,Partidos
394,Rodrygo,br BRA,DL,Real Madrid,22-324,2001,14,11,966,10.7,5,4,9,5,0,1,0,0,5.8,5.0,1.4,6.4,61,33,122,0.47,0.37,0.84,0.47,0.84,0.54,0.13,0.67,0.47,0.60,Partidos
395,Carlos Romero,es ESP,DF,Villarreal,22-031,2001,5,2,170,1.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,5,13,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Partidos
396,Oriol Romeu,es ESP,CC,Barcelona,32-066,1991,13,9,631,7.0,0,1,1,0,0,0,3,0,0.6,0.6,0.8,1.5,6,47,3,0.00,0.14,0.14,0.00,0.14,0.09,0.12,0.21,0.09,0.21,Partidos
397,Antonio Rüdiger,de GER,DF,Real Madrid,30-271,1993,13,12,1121,12.5,0,0,0,0,0,0,6,0,0.3,0.3,0.7,1.0,13,35,1,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.08,0.02,0.08,Partidos
398,Aitor Ruibal,es ESP,"DL,DF",Betis,27-252,1996,6,3,243,2.7,0,1,1,0,0,0,2,0,0.3,0.3,1.0,1.3,10,14,21,0.00,0.37,0.37,0.00,0.37,0.11,0.36,0.47,0.11,0.47,Partidos
399,Sergio Ruiz,es ESP,CC,Granada,28-348,1994,12,7,632,7.0,0,0,0,0,0,0,3,0,0.3,0.3,0.3,0.5,7,24,6,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.08,Partidos
400,Youssouf Sabaly,sn SEN,DF,Betis,30-269,1993,3,3,270,3.0,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,9,14,14,0.00,0.33,0.33,0.00,0.33,0.00,0.10,0.11,0.00,0.11,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
401,Umar Sadiq,ng NGA,DL,Real Sociedad,26-300,1997,12,4,366,4.1,1,1,2,1,0,0,2,0,1.8,1.8,0.3,2.1,7,7,24,0.25,0.25,0.49,0.25,0.49,0.44,0.06,0.51,0.44,0.51,Partidos
402,Kike Salas,es ESP,DF,Sevilla,21-220,2002,3,2,173,1.9,1,0,1,1,0,0,2,0,0.2,0.2,0.0,0.2,2,11,1,0.52,0.00,0.52,0.52,0.52,0.10,0.01,0.11,0.10,0.11,Partidos
403,Salvi,es ESP,CC,Rayo Vallecano,32-244,1991,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
404,Fede San Emeterio,es ESP,CC,Cádiz,26-258,1997,3,2,138,1.5,1,0,1,1,0,0,1,1,0.1,0.1,0.1,0.1,0,3,0,0.65,0.00,0.65,0.65,0.65,0.04,0.06,0.10,0.04,0.10,Partidos
405,Marciano Sanca,gw GNB,"DL,CC",Almería,19-271,2004,6,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,1,3,0.00,0.00,0.00,0.00,0.00,0.06,0.10,0.17,0.06,0.17,Partidos
406,Oihan Sancet,es ESP,CC,Athletic Club,23-218,2000,12,11,877,9.7,3,3,6,3,0,0,2,2,2.8,2.8,2.0,4.8,35,50,63,0.31,0.31,0.62,0.31,0.62,0.29,0.21,0.49,0.29,0.49,Partidos
407,Ricard Sánchez,es ESP,DF,Granada,23-280,2000,13,10,921,10.2,2,0,2,2,0,0,4,0,0.2,0.2,1.0,1.2,20,29,39,0.20,0.00,0.20,0.20,0.20,0.02,0.10,0.12,0.02,0.12,Partidos
408,Antonio Sánchez,es ESP,CC,Mallorca,26-332,1997,9,7,464,5.2,1,1,2,1,0,0,1,0,0.8,0.8,0.5,1.2,12,19,10,0.19,0.19,0.39,0.19,0.39,0.15,0.09,0.24,0.15,0.24,Partidos
409,Juanlu Sánchez,es ESP,DF,Sevilla,20-106,2003,7,4,361,4.0,0,2,2,0,0,0,1,0,0.2,0.2,0.6,0.7,14,19,26,0.00,0.50,0.50,0.00,0.50,0.04,0.14,0.18,0.04,0.18,Partidos
410,Manu Sánchez,es ESP,DF,Celta Vigo,23-097,2000,11,8,774,8.6,0,1,1,0,0,0,1,0,0.1,0.1,0.9,1.0,21,34,21,0.00,0.12,0.12,0.00,0.12,0.01,0.11,0.12,0.01,0.12,Partidos
411,Stefan Savić,me MNE,DF,Atlético Madrid,32-325,1991,8,7,597,6.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,5,22,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
412,Sávio,br BRA,"CC,DL",Girona,19-233,2004,14,14,1129,12.5,4,4,8,4,0,0,1,0,2.0,2.0,3.2,5.2,67,32,133,0.32,0.32,0.64,0.32,0.64,0.16,0.25,0.41,0.16,0.41,Partidos
413,Aleksandar Sedlar,rs SRB,DF,Alavés,31-351,1991,11,11,946,10.5,1,0,1,1,0,0,2,0,0.3,0.3,0.1,0.3,6,26,1,0.10,0.00,0.10,0.10,0.10,0.03,0.01,0.03,0.03,0.03,Partidos
